RESOLUÃÃO,CTT,UNNAMED: 2,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,SITUAÃÃO
23/01/2025,143601,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,FABIANA,PENDENTE
23/01/2025,206871,2.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,PENDENTE
23/01/2025,129452,2.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,EDIANE,PENDENTE
23/01/2025,115964,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,JULIANA,PENDENTE
23/01/2025,95881,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,EDIANE,PENDENTE
23/01/2025,144546,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,MONYZA,PENDENTE
23/01/2025,164369,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,VICTOR ADRIANO,PENDENTE
23/01/2025,196405,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,IZABEL,PENDENTE
23/01/2025,200915,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,FABIANA,PENDENTE
23/01/2025,204689,1.0,50% A 80%,ATIVO,LEANDRO,VOLKSWAGEN,AMANDA SANTANA,PENDENTE
23/01/2025,208277,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,KATIA,PENDENTE
23/01/2025,213191,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,EDIANE,PENDENTE
23/01/2025,215605,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,MONYZA,PENDENTE
23/01/2025,215839,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,VICTOR ADRIANO,PENDENTE
23/01/2025,216616,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,VITORIA,PENDENTE
23/01/2025,221411,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,GREICY,PENDENTE
23/01/2025,132800,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,IZABEL,PENDENTE
23/01/2025,176931,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,KATIA,PENDENTE
23/01/2025,178936,2.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,ITAYNNARA,PENDENTE
23/01/2025,200129,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,204871,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,MONYZA,PENDENTE
23/01/2025,204643,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,MONYZA,PENDENTE
23/01/2025,206029,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VICTOR ADRIANO,PENDENTE
23/01/2025,208535,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,VITORIA,PENDENTE
23/01/2025,209923,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,GREICY,PENDENTE
23/01/2025,211562,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIANA,PENDENTE
23/01/2025,212358,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,ALINE SALVADOR,PENDENTE
23/01/2025,212841,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,IZABEL,PENDENTE
23/01/2025,220783,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIA,PENDENTE
23/01/2025,221812,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,FABIANA,PENDENTE
23/01/2025,209287,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,IZABEL,RESOLVIDO
23/01/2025,212044,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,JULIA,PENDENTE
23/01/2025,212461,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,FABIANA,PENDENTE
23/01/2025,135582,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,FABIANA,PENDENTE
23/01/2025,144748,1.0,50% A 80%,ATIVO,ADRIANO,SAFRA,AMANDA SANTANA,PENDENTE
23/01/2025,176225,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,KATIA,PENDENTE
23/01/2025,197192,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,PENDENTE
23/01/2025,164622,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,ITAYNNARA,PENDENTE
23/01/2025,67985,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,VITORIA,PENDENTE
23/01/2025,145830,1.0,50% A 80%,ATIVO,FECHADO,BV FINANCEIRA,ALINE SALVADOR,PENDENTE
23/01/2025,95698,1.0,50% A 80%,ATIVO,FECHADO,ITAÃ,ALINE SALVADOR,PENDENTE
23/01/2025,118023,1.0,50% A 80%,ATIVO,FECHADO,BRADESCO,IZABEL,PENDENTE
23/01/2025,132025,1.0,50% A 80%,ATIVO,FECHADO,BV FINANCEIRA,JULIA,PENDENTE
23/01/2025,136364,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,VITORIA,PENDENTE
23/01/2025,188393,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIANA,PENDENTE
23/01/2025,169574,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,PENDENTE
23/01/2025,202104,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,KATIA,PENDENTE
23/01/2025,202656,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,ITAYNNARA,PENDENTE
23/01/2025,203346,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,204127,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,MONYZA,PENDENTE
23/01/2025,205001,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VICTOR ADRIANO,PENDENTE
23/01/2025,205531,1.0,50% A 80%,ATIVO,ADRIANO,TOYOTA,VITORIA,PENDENTE
23/01/2025,207154,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,GREICY,PENDENTE
23/01/2025,212503,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
23/01/2025,216844,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,PENDENTE
23/01/2025,219387,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,PENDENTE
23/01/2025,196156,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,PENDENTE
23/01/2025,208593,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,PENDENTE
23/01/2025,209568,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,PENDENTE
23/01/2025,213943,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,KATIA,PENDENTE
23/01/2025,218165,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,PENDENTE
23/01/2025,223197,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,PENDENTE
23/01/2025,175954,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
23/01/2025,168998,3.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,GREICY,PENDENTE
23/01/2025,179019,2.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIANA,PENDENTE
23/01/2025,149136,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,KATIA,PENDENTE
23/01/2025,155556,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,PENDENTE
23/01/2025,159563,2.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,EDIANE,PENDENTE
23/01/2025,161441,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MONYZA,PENDENTE
23/01/2025,168998,3.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,VITORIA,PENDENTE
23/01/2025,171064,1.0,50% A 80%,ATIVO,ADRIANO,OMNI,GREICY,PENDENTE
23/01/2025,174021,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,JULIANA,PENDENTE
23/01/2025,176624,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,ALINE SALVADOR,PENDENTE
23/01/2025,184919,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,FABIANA,PENDENTE
23/01/2025,188333,2.0,50% A 80%,ATIVO,ADRIANO,RCI,AMANDA SANTANA,PENDENTE
23/01/2025,189971,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,KATIA,PENDENTE
23/01/2025,191741,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,PENDENTE
23/01/2025,192459,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,MONYZA,PENDENTE
23/01/2025,194618,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,VICTOR ADRIANO,PENDENTE
23/01/2025,195101,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VITORIA,PENDENTE
23/01/2025,200937,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,GREICY,PENDENTE
23/01/2025,201696,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,JULIANA,PENDENTE
23/01/2025,202158,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,ALINE SALVADOR,PENDENTE
23/01/2025,202809,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,RESOLVIDO
23/01/2025,204924,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MARIA BRUNA,PENDENTE
23/01/2025,206792,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,PENDENTE
23/01/2025,209730,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,KATIA,PENDENTE
23/01/2025,209815,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,RESOLVIDO
23/01/2025,133461,1.0,50% Ã 80%,ATIVO,LEANDRO,VOLKSWAGEN,VITORIA,PENDENTE
23/01/2025,161740,1.0,50% Ã 80%,ATIVO,LEANDRO,BV FINANCEIRA,GREICY,PENDENTE
23/01/2025,129706,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,GREICY,PENDENTE
23/01/2025,129710,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,PENDENTE
23/01/2025,132874,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,ALINE SALVADOR,PENDENTE
23/01/2025,159915,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,IZABEL,PENDENTE
23/01/2025,178567,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,FABIANA,PENDENTE
23/01/2025,34233,1.0,50% A 80%,ATIVO,ADRIANO,SANTANDER,VICTOR ADRIANO,PENDENTE
23/01/2025,34404,1.0,50% A 80%,ATIVO,ADRIANO,SAFRA,VITORIA,PENDENTE
23/01/2025,75570,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,GREICY,PENDENTE
23/01/2025,129704,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,PENDENTE
23/01/2025,143755,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,PENDENTE
23/01/2025,179596,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,FABIANA,PENDENTE
23/01/2025,185591,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,PENDENTE
23/01/2025,193110,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,KATIA,PENDENTE
23/01/2025,193981,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,ITAYNNARA,PENDENTE
23/01/2025,202803,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,215342,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MONYZA,PENDENTE
23/01/2025,216308,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,VICTOR ADRIANO,PENDENTE
23/01/2025,216743,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VITORIA,PENDENTE
23/01/2025,85561,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,AMANDA SANTANA,ANÃLISE
23/01/2025,124802,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,KATIA,PENDENTE
23/01/2025,158207,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,ITAYNNARA,PENDENTE
23/01/2025,179841,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,189412,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,MONYZA,PENDENTE
23/01/2025,163952,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,VITORIA,PENDENTE
23/01/2025,175954,2.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,KATIA,PENDENTE
23/01/2025,220602,1.0,50% Ã 80%,ATIVO,ADRIANO,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,179431,1.0,50% A 80%,ATIVO,LEANDRO,SANTANDER,KATIA,PENDENTE
23/01/2025,220208,2.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,ITAYNNARA,PENDENTE
23/01/2025,170427,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,KATIA,PENDENTE
23/01/2025,190651,1.0,50% A 80%,ATIVO,LEANDRO,RCI,ITAYNNARA,RESOLVIDO
23/01/2025,208715,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,MONYZA,PENDENTE
23/01/2025,209069,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,VICTOR ADRIANO,PENDENTE
23/01/2025,212777,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,VITORIA,PENDENTE
23/01/2025,217150,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,GREICY,PENDENTE
23/01/2025,220208,2.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,JULIANA,PENDENTE
23/01/2025,111593,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,ALINE SALVADOR,PENDENTE
23/01/2025,113337,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,IZABEL,PENDENTE
23/01/2025,138010,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,FABIANA,PENDENTE
23/01/2025,147393,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,AMANDA SANTANA,PENDENTE
23/01/2025,154310,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,159986,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,MONYZA,PENDENTE
23/01/2025,160187,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,VICTOR ADRIANO,PENDENTE
23/01/2025,163714,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VITORIA,PENDENTE
23/01/2025,185526,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,GREICY,PENDENTE
23/01/2025,192563,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,JULIANA,PENDENTE
23/01/2025,193351,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,PENDENTE
23/01/2025,195778,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,FABIANA,PENDENTE
23/01/2025,199405,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,AMANDA SANTANA,PENDENTE
23/01/2025,199423,1.0,50% A 80%,ATIVO,ADRIANO,ITAÃ,KATIA,PENDENTE
23/01/2025,200234,1.0,50% A 80%,ATIVO,ADRIANO,HYUNDAI,ITAYNNARA,PENDENTE
23/01/2025,201899,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,209477,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,MONYZA,PENDENTE
23/01/2025,212337,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,VICTOR ADRIANO,PENDENTE
23/01/2025,213093,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VITORIA,PENDENTE
23/01/2025,218289,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,GREICY,PENDENTE
23/01/2025,220163,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,JULIANA,PENDENTE
23/01/2025,210587,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,GREICY,PENDENTE
23/01/2025,222235,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,PENDENTE
23/01/2025,213581,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VICTOR ADRIANO,PENDENTE
23/01/2025,218044,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,VITORIA,PENDENTE
23/01/2025,149096,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,GREICY,PENDENTE
23/01/2025,69295,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,KATIA,PENDENTE
23/01/2025,70076,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,ITAYNNARA,PENDENTE
23/01/2025,136756,2.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,PENDENTE
23/01/2025,155556,2.0,50% Ã 80%,ATIVO,LEANDRO,BRADESCO,FABIANA,PENDENTE
23/01/2025,159563,2.0,50% Ã 80%,ATIVO,ADRIANO,PANAMERICANO,AMANDA SANTANA,PENDENTE
23/01/2025,168998,3.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,MONYZA,PENDENTE
23/01/2025,185313,1.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,VICTOR ADRIANO,PENDENTE
23/01/2025,188333,2.0,50% Ã 80%,ATIVO,ADRIANO,RCI,VITORIA,PENDENTE
23/01/2025,188867,2.0,50% Ã 80%,ATIVO,ADRIANO,RENNER,GREICY,PENDENTE
23/01/2025,191188,1.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,JULIANA,ANÃLISE
23/01/2025,191741,2.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,PENDENTE
23/01/2025,195768,2.0,50% Ã 80%,ATIVO,ADRIANO,BV FINANCEIRA,IZABEL,PENDENTE
23/01/2025,210981,2.0,50% Ã 80%,ATIVO,ADRIANO,BV FINANCEIRA,KATIA,PENDENTE
23/01/2025,217715,1.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,PENDENTE
23/01/2025,220426,1.0,50% Ã 80%,ATIVO,ADRIANO,ITAÃ,EDIANE,PENDENTE
23/01/2025,220513,1.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,MONYZA,PENDENTE
23/01/2025,220519,1.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,VICTOR ADRIANO,PENDENTE
23/01/2025,222963,1.0,50% Ã 80%,ATIVO,ADRIANO,BRADESCO,VITORIA,PENDENTE
23/01/2025,131181,1.0,50% A 80%,ATIVO,LEANDRO,SAFRA,ALINE SALVADOR,PENDENTE
23/01/2025,131760,3.0,50% A 80%,ATIVO,LEANDRO,VOLKSWAGEN,IZABEL,PENDENTE
23/01/2025,143173,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,FABIANA,PENDENTE
23/01/2025,151278,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,AMANDA SANTANA,RESOLVIDO
23/01/2025,154570,1.0,50% A 80%,ATIVO,LEANDRO,VOLKSWAGEN,KATIA,PENDENTE
23/01/2025,158566,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,ITAYNNARA,PENDENTE
23/01/2025,169421,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,EDIANE,PENDENTE
23/01/2025,171385,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,VICTOR ADRIANO,PENDENTE
23/01/2025,173107,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,VITORIA,PENDENTE
23/01/2025,173338,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,GREICY,PENDENTE
23/01/2025,179434,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,JULIANA,PENDENTE
23/01/2025,191914,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,ALINE SALVADOR,PENDENTE
23/01/2025,193031,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,IZABEL,PENDENTE
23/01/2025,198861,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,JULIA,PENDENTE
23/01/2025,204882,1.0,50% A 80%,ATIVO,LEANDRO,PANAMERICANO,FABIANA,PENDENTE
23/01/2025,208657,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,PENDENTE
23/01/2025,219411,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,ITAYNNARA,PENDENTE
23/01/2025,220533,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,EDIANE,PENDENTE
23/01/2025,193209,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,VICTOR ADRIANO,PENDENTE
23/01/2025,60593,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,MONYZA,PENDENTE
23/01/2025,65936,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,VICTOR ADRIANO,PENDENTE
23/01/2025,89027,1.0,50% A 80%,ATIVO,ADRIANO,SANTANDER,VITORIA,PENDENTE
23/01/2025,158862,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,GREICY,PENDENTE
23/01/2025,162577,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,JULIANA,PENDENTE
23/01/2025,168681,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ALINE SALVADOR,PENDENTE
23/01/2025,170578,2.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,IZABEL,PENDENTE
23/01/2025,183819,1.0,50% A 80%,ATIVO,ADRIANO,VOLKSWAGEN,FABIANA,PENDENTE
23/01/2025,190857,1.0,50% A 80%,ATIVO,ADRIANO,PANAMERICANO,AMANDA SANTANA,PENDENTE
23/01/2025,193404,1.0,50% A 80%,ATIVO,ADRIANO,RENNER,KATIA,PENDENTE
23/01/2025,209925,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,ITAYNNARA,PENDENTE
23/01/2025,216271,1.0,50% A 80%,ATIVO,ADRIANO,BRADESCO,EDIANE,PENDENTE
23/01/2025,220187,1.0,50% A 80%,ATIVO,ADRIANO,BV FINANCEIRA,MONYZA,PENDENTE
23/01/2025,64087,1.0,50% A 80%,ATIVO,FECHADO,SAFRA,VICTOR ADRIANO,PENDENTE
23/01/2025,106341,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,JULIANA,RESOLVIDO
23/01/2025,148345,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,ALINE SALVADOR,PENDENTE
23/01/2025,185342,2.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,IZABEL,PENDENTE
23/01/2025,188713,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,JULIA,PENDENTE
23/01/2025,196907,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,FABIANA,PENDENTE
23/01/2025,197185,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,PENDENTE
23/01/2025,199111,1.0,50% A 80%,ATIVO,LEANDRO,SANTANDER,KATIA,PENDENTE
23/01/2025,217475,1.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,GREICY,PENDENTE
23/01/2025,111337,2.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,118995,2.0,50% A 80%,ATIVO,LEANDRO,SAFRA,FABIANA,PENDENTE
23/01/2025,171457,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,MONYZA,PENDENTE
23/01/2025,187847,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,VICTOR ADRIANO,PENDENTE
23/01/2025,161081,1.0,50% A 80%,ATIVO,FECHADO,VOLKSWAGEN,MONYZA,PENDENTE
23/01/2025,175518,1.0,50% A 80%,ATIVO,FECHADO,PANAMERICANO,VICTOR ADRIANO,PENDENTE
23/01/2025,193787,1.0,50% A 80%,ATIVO,FECHADO,BRADESCO,VITORIA,PENDENTE
23/01/2025,198202,1.0,50% A 80%,ATIVO,FECHADO,PANAMERICANO,GREICY,PENDENTE
23/01/2025,200229,1.0,50% A 80%,ATIVO,FECHADO,PANAMERICANO,JULIANA,PENDENTE
23/01/2025,200319,1.0,50% A 80%,ATIVO,FECHADO,OMNI,ALINE SALVADOR,PENDENTE
23/01/2025,214171,1.0,50% A 80%,ATIVO,FECHADO,PANAMERICANO,GREICY,PENDENTE
23/01/2025,215507,1.0,50% A 80%,ATIVO,FECHADO,BRADESCO,JULIANA,PENDENTE
23/01/2025,219939,1.0,50% A 80%,ATIVO,FECHADO,OMNI,ALINE SALVADOR,PENDENTE
23/01/2025,221748,1.0,50% A 80%,ATIVO,FECHADO,PANAMERICANO,FABIANA,PENDENTE
23/01/2025,222029,1.0,50% A 80%,ATIVO,FECHADO,BV FINANCEIRA,AMANDA SANTANA,PENDENTE
23/01/2025,174809,1.0,50% A 80%,ATIVO,LEANDRO,BRADESCO,IZABEL,PENDENTE
23/01/2025,174577,1.0,VALORES,ATIVO,ANTUNES,BV FINANCEIRA,EDIANE,PENDENTE
23/01/2025,230062,1.0,VALORES,RECEPTIVO,LEANDRO,BV FINANCEIRA,VICTOR ADRIANO,PENDENTE
23/01/2025,222793,1.0,"R$ 13.000,00",RECEPTIVO,LEANDRO,SANTANDER,JULIANA,PENDENTE
23/01/2025,24960,1.0,VALORES,RECEPTIVO,ADRIANO,BRADESCO,GREICY,PENDENTE
23/01/2025,134460,1.0,VALORES,RECEPTIVO,ADRIANO,BV FINANCEIRA,IZABEL,PENDENTE
23/01/2025,151678,1.0,"R$ 3.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,VITORIA,PENDENTE
23/01/2025,182946,2.0,"R$ 6.000,00",RECEPTIVO,LEANDRO,VOLKSWAGEN,JULIA,PENDENTE
23/01/2025,121146,2.0,VALORES,RECEPTIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,PENDENTE
23/01/2025,162301,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,KATIA,PENDENTE
23/01/2025,233165,1.0,"R$ 8.000,00",RECEPTIVO,ADRIANO,BRADESCO,JULIANA,RESOLVIDO
23/01/2025,231761,1.0,VALORES,RECEPTIVO,ADRIANO,BV FINANCEIRA,ITAYNNARA,PENDENTE
23/01/2025,232429,2.0,"R$ 10.000,00",RECEPTIVO,LEANDRO,GMAC,GREICY,PENDENTE
23/01/2025,226770,1.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,ALINE SALVADOR,PENDENTE
23/01/2025,233319,1.0,VALORES,RECEPTIVO,LEANDRO,PANAMERICANO,VITORIA,PENDENTE
23/01/2025,237947,1.0,valores,RECEPTIVO,FECHADO,BRADESCO,VICTOR ADRIANO,PENDENTE
23/01/2025,156880,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,EDIANE,PENDENTE
23/01/2025,161541,1.0,VALORES,RECEPTIVO,LEANDRO,BV FINANCEIRA,MONYZA,PENDENTE
