RESOLUÃÃO,CTT,UNNAMED: 2,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,SITUAÃÃO
06/01/2025,198349,2.0,"10.000,00",RECEPTIVO,LEANDRO,SANTANDER,IZABEL,RESOLVIDO
07/01/2025,209598,2.0,valores,RECEPTIVO,ADRIANO,BRADESCO,ALINE SALVADOR,RESOLVIDO
07/01/2025,216684,2.0,VALORES,RECEPTIVO,ADRIANO,ITAÃ,MONYZA,RESOLVIDO
06/01/2025,167066,2.0,valores,RECEPTIVO,ADRIANO,PANAMERICANO,KATIA,RESOLVIDO
07/01/2025,178281,1.0,valores,RECEPTIVO,LEANDRO,SANTANDER,JULIA,RESOLVIDO
07/01/2025,221737,1.0,"3.500,00",RECEPTIVO,LEANDRO,BV FINANCEIRA,SOFIA,RESOLVIDO
07/01/2025,223802,1.0,"20.000,00",RECEPTIVO,LEANDRO,ITAÃ,JULIANA,RESOLVIDO
08/01/2025,202220,3.0,"13.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,JULIANA,RESOLVIDO
08/01/2025,191436,1.0,"6.000,00",RECEPTIVO,ADRIANO,RENNER,VICTOR ADRIANO,RESOLVIDO
08/01/2025,214580,5.0,valores,RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
08/01/2025,195807,1.0,"15.000,00",RECEPTIVO,LEANDRO,SANTANDER,BRUNO MARIANO,RESOLVIDO
08/01/2025,200499,2.0,"12.000,00",RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
14/01/2025,223426,1.0,"33.000,00",RECEPTIVO,LEANDRO,GMAC,GREICY,RESOLVIDO
14/01/2025,223348,1.0,valores,RECEPTIVO,LEANDRO,ITAÃ,ITAYNNARA,RESOLVIDO
21/01/2025,217848,1.0,VALORES,RECEPTIVO,LEANDRO,OMNI,MONYZA,RESOLVIDO
06/01/2025,178400,2.0,"R$ 20.000,00",RECEPTIVO,LEANDRO,HYUNDAI,GREICY,RESOLVIDO
03/01/2025,194569,2.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
03/01/2025,198663,1.0,valores,RECEPTIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
03/01/2025,201284,1.0,VALORES,RECEPTIVO,ADRIANO,BV FINANCEIRA,ADRIANO,RESOLVIDO
03/01/2025,212186,2.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,KATIA,RESOLVIDO
03/01/2025,207548,1.0,"R$ 40.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
03/01/2025,215884,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,KATIA,RESOLVIDO
03/01/2025,191403,1.0,valores,RECEPTIVO,ADRIANO,BV FINANCEIRA,KATIA,RESOLVIDO
03/01/2025,206111,1.0,"R$ 22.000,00",RECEPTIVO,ADRIANO,BRADESCO,VICTOR ADRIANO,RESOLVIDO
06/01/2025,201438,1.0,"R$ 13.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,BRUNO MARIANO,RESOLVIDO
03/01/2025,201813,1.0,RECEBEU BOLETO,RECEPTIVO,LEANDRO,BV FINANCEIRA,MONYZA,RESOLVIDO
07/01/2025,224699,3.0,VALORES,RECEPTIVO,LEANDRO,BV FINANCEIRA,JULIA,RESOLVIDO
07/01/2025,146178,3.0,CLIENTE SOLICITOU CONTATO DO ACORDO,RECEPTIVO,LEANDRO,VOLKSWAGEN,FABIANA,RESOLVIDO
07/01/2025,185426,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,AMANDA SANTANA,RESOLVIDO
06/01/2025,228147,5.0,"R$ 10.000,00",RECEPTIVO,LEANDRO,SANTANDER,IZABEL,RESOLVIDO
07/01/2025,225381,2.0,"R$ 26.000,00",RECEPTIVO,LEANDRO,ITAÃ,BRUNO MARIANO,RESOLVIDO
07/01/2025,215679,2.0,"R$ 8.000,00",RECEPTIVO,LEANDRO,SANTANDER,ALINE SALVADOR,RESOLVIDO
06/01/2025,225985,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
06/01/2025,202857,2.0,VALORES,RECEPTIVO,ANTUNES,ITAÃ,ITAYNNARA,RESOLVIDO
06/01/2025,235515,1.0,VALORES,RECEPTIVO,LEANDRO,OMNI,MARIA BRUNA,RESOLVIDO
07/01/2025,228563,1.0,VALORES,RECEPTIVO,LEANDRO,ITAÃ,MONYZA,RESOLVIDO
07/01/2025,152286,1.0,VALORES,RECEPTIVO,LEANDRO,VOLKSWAGEN,FABIANA,RESOLVIDO
06/01/2025,200464,1.0,VALORES,ATIVO,ANTUNES,SANTANDER,JULIA,RESOLVIDO
07/01/2025,211984,2.0,"R$ 7.000,00",RECEPTIVO,LEANDRO,ITAÃ,GREICY,RESOLVIDO
07/01/2025,228331,1.0,VALORES,RECEPTIVO,LEANDRO,PANAMERICANO,ITAYNNARA,RESOLVIDO
08/01/2025,215017,2.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
08/01/2025,173389,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,FABIANA,RESOLVIDO
08/01/2025,234655,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,MARIA BRUNA,RESOLVIDO
08/01/2025,216227,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,ALINE SALVADOR,RESOLVIDO
08/01/2025,203734,1.0,VALORES,RECEPTIVO,ANTUNES,SANTANDER,IZABEL,RESOLVIDO
10/01/2025,227432,1.0,VALORES,RECEPTIVO,LEANDRO,RCI,JULIANA,RESOLVIDO
17/01/2025,156060,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,MARIA BRUNA,RESOLVIDO
07/01/2025,224787,2.0,"R$ 4.300,00",RECEPTIVO,FECHADO,PANAMERICANO,FABIANA,RESOLVIDO
07/01/2025,214776,1.0,VALORES,ATIVO,LEANDRO,RCI,ALINE SALVADOR,RESOLVIDO
06/01/2025,208902,2.0,"R$ 15.246,40",RECEPTIVO,LEANDRO,SANTANDER,GREICY,RESOLVIDO
13/01/2025,236619,2.0,"R$ 7.214,80",RECEPTIVO,LEANDRO,RCI,VITORIA,RESOLVIDO
20/01/2025,236759,2.0,"R$ 3.496,40",RECEPTIVO,LEANDRO,SANTANDER,EDIANE,RESOLVIDO
06/01/2025,198227,3.0,"R$ 6.500,00",RECEPTIVO,LEANDRO,ITAÃ,KATIA,RESOLVIDO
06/01/2025,182939,1.0,"R$ 14.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
08/01/2025,210891,1.0,"R$ 13.100,00",RECEPTIVO,LEANDRO,PANAMERICANO,BRUNO MARIANO,RESOLVIDO
08/01/2025,184126,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,JULIA,RESOLVIDO
07/01/2025,221114,1.0,80%,ATIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
06/01/2025,223666,1.0,"R$ 15.000,00",RECEPTIVO,LEANDRO,C6 BANK,ALINE SALVADOR,RESOLVIDO
07/01/2025,187079,1.0,"R$ 15.000,00",RECEPTIVO,ADRIANO,SANTANDER,VITORIA,RESOLVIDO
08/01/2025,188322,1.0,VALORES,RECEPTIVO,JULIO,BRADESCO,ITAYNNARA,RESOLVIDO
07/01/2025,197050,3.0,"R$ 3.000,00",RECEPTIVO,,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
07/01/2025,219773,2.0,"R$ 7.500,00",RECEPTIVO,LEANDRO,ITAÃ,AMANDA SANTANA,RESOLVIDO
03/01/2025,216009,1.0,VERIFICAR POSSIBILIDADE DE REFINANCIAMENTO,RECEPTIVO,ADRIANO,PANAMERICANO,VITORIA,RESOLVIDO
08/01/2025,213128,3.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,MONYZA,RESOLVIDO
03/01/2025,214017,1.0,valores,RECEPTIVO,ADRIANO,SANTANDER,KATIA,RESOLVIDO
07/01/2025,194993,1.0,BOLETO,ATIVO,ADRIANO,SANTANDER,KATIA,RESOLVIDO
03/01/2025,220857,1.0,RECEBEU BOLETO,RECEPTIVO,LEANDRO,HYUNDAI,MONYZA,RESOLVIDO
07/01/2025,187943,1.0,"R$ 8.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANA,RESOLVIDO
07/01/2025,214349,2.0,"6.000,00",RECEPTIVO,LEANDRO,BRADESCO,ALINE SALVADOR,RESOLVIDO
08/01/2025,213128,3.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,ALINE SALVADOR,RESOLVIDO
08/01/2025,213128,3.0,"3.500,00",RECEPTIVO,LEANDRO,SANTANDER,IZABEL,RESOLVIDO
08/01/2025,214580,5.0,"10.000,00",RECEPTIVO,LEANDRO,SANTANDER,KATIA,RESOLVIDO
10/01/2025,178229,1.0,valores,RECEPTIVO,LEANDRO,PANAMERICANO,JULIA,RESOLVIDO
23/01/2025,220363,1.0,VALORES,RECEPTIVO,ADRIANO,ITAÃ,GREICY,RESOLVIDO
06/01/2025,222909,2.0,"R$ 6.000,00",RECEPTIVO,,SANTANDER,ITAYNNARA,RESOLVIDO
07/01/2025,209183,1.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,MARIA BRUNA,RESOLVIDO
07/01/2025,192321,1.0,"R$ 5.000,00",RECEPTIVO,LEANDRO,OMNI,MONYZA,RESOLVIDO
06/01/2025,201006,1.0,VALORES,RECEPTIVO,JULIO,SANTANDER,KATIA,RESOLVIDO
06/01/2025,118516,1.0,VALORES,RECEPTIVO,JULIO,SANTANDER,JULIA,RESOLVIDO
07/01/2025,,,VALORES,RECEPTIVO,JULIO,SANTANDER,GREICY,RESOLVIDO
07/01/2025,149960,1.0,"R$ 10.000,00",RECEPTIVO,,VOLKSWAGEN,VICTOR ADRIANO,RESOLVIDO
06/01/2025,217863,1.0,"R$ 20.000,00",RECEPTIVO,,RCI,VITORIA,RESOLVIDO
08/01/2025,233110,1.0,VALORES,RECEPTIVO,,SANTANDER,ITAYNNARA,RESOLVIDO
08/01/2025,148358,1.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
07/01/2025,195709,1.0,"R$ 15.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
07/01/2025,221209,2.0,50% A 50%,RECEPTIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
06/01/2025,221214,1.0,50% A 50%,RECEPTIVO,ADRIANO,SANTANDER,EDIANE,RESOLVIDO
07/01/2025,221219,2.0,50% A 50%,RECEPTIVO,ADRIANO,BV FINANCEIRA,MARIA BRUNA,RESOLVIDO
07/01/2025,206377,1.0,50% A 50%,RECEPTIVO,,ITAÃ,ITAYNNARA,RESOLVIDO
07/01/2025,165779,1.0,"R$ 5.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,ITAYNNARA,RESOLVIDO
07/01/2025,146178,3.0,valores,RECEPTIVO,LEANDRO,VOLKSWAGEN,EDIANE,RESOLVIDO
07/01/2025,202622,1.0,"10.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,ITAYNNARA,RESOLVIDO
07/01/2025,151727,1.0,"20.000,00",RECEPTIVO,ADRIANO,GMAC,JULIANA,RESOLVIDO
07/01/2025,224699,3.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,ALINE SALVADOR,RESOLVIDO
07/01/2025,224375,2.0,valores,RECEPTIVO,LEANDRO,SANTANDER,EDIANE,RESOLVIDO
07/01/2025,187951,2.0,"38.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,BRUNO MARIANO,RESOLVIDO
07/01/2025,212635,3.0,"7.000,00",RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
07/01/2025,216289,1.0,valores,RECEPTIVO,ADRIANO,BRADESCO,FABIANA,RESOLVIDO
07/01/2025,210706,1.0,"5.000,00",RECEPTIVO,ADRIANO,ITAÃ,ITAYNNARA,RESOLVIDO
07/01/2025,213654,1.0,valores,RECEPTIVO,ADRIANO,SANTANDER,JULIANA,RESOLVIDO
08/01/2025,201482,1.0,"15.000,00",RECEPTIVO,LEANDRO,SANTANDER,MARIA BRUNA,RESOLVIDO
08/01/2025,223801,1.0,valores,RECEPTIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
08/01/2025,199791,1.0,valores,RECEPTIVO,LEANDRO,PANAMERICANO,JULIA,RESOLVIDO
08/01/2025,220453,1.0,valores,RECEPTIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
08/01/2025,219856,1.0,"4.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,GREICY,RESOLVIDO
08/01/2025,229425,1.0,"11.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
08/01/2025,199067,1.0,confirmar quitado cliente,RECEPTIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
08/01/2025,203737,1.0,valores,RECEPTIVO,ADRIANO,BV FINANCEIRA,IZABEL,RESOLVIDO
10/01/2025,64367,1.0,valores,RECEPTIVO,LEANDRO,BRADESCO,JULIANA,RESOLVIDO
13/01/2025,193228,3.0,"14.000,00",RECEPTIVO,ADRIANO,PANAMERICANO,ALINE SALVADOR,RESOLVIDO
14/01/2025,225865,2.0,"14.000,00",RECEPTIVO,LEANDRO,ITAÃ,MONYZA,RESOLVIDO
15/01/2025,158884,1.0,valores,RECEPTIVO,LEANDRO,BRADESCO,JULIANA,RESOLVIDO
20/01/2025,191932,3.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,FABIANA,RESOLVIDO
22/01/2025,208894,1.0,"R$ 10.500,00",RECEPTIVO,LEANDRO,VOLKSWAGEN,FABIANA,RESOLVIDO
07/01/2025,226139,1.0,"R$ 13.000,00",RECEPTIVO,,PANAMERICANO,JULIA,RESOLVIDO
07/01/2025,191325,2.0,APROVAR 50%,RECEPTIVO,,VOLKSWAGEN,VITORIA,RESOLVIDO
07/01/2025,234233,1.0,"R$ 3.000,00",RECEPTIVO,,ITAÃ,ITAYNNARA,RESOLVIDO
06/01/2025,206846,1.0,SOLICITAR BOLETO DA CAMPANHA APROVADA,RECEPTIVO,LEANDRO,BV FINANCEIRA,EDIANE,RESOLVIDO
06/01/2025,188098,4.0,"R$ 19.000,00",RECEPTIVO,LEANDRO,ITAÃ,AMANDA SANTANA,RESOLVIDO
06/01/2025,212489,2.0,50% A 50%,RECEPTIVO,LEANDRO,PANAMERICANO,ITAYNNARA,RESOLVIDO
07/01/2025,211949,1.0,50% A 50%,RECEPTIVO,REVERSÃO,PANAMERICANO,JULIA,RESOLVIDO
06/01/2025,96164,1.0,50% A 50%,RECEPTIVO,LEANDRO,PANAMERICANO,ITAYNNARA,RESOLVIDO
07/01/2025,224644,1.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,ALINE SALVADOR,RESOLVIDO
08/01/2025,224156,4.0,"R$ 6.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,LETICIA,RESOLVIDO
08/01/2025,76652,2.0,"R$ 4.000,00",RECEPTIVO,LEANDRO,BV FINANCEIRA,FABIANA,RESOLVIDO
10/01/2025,61661,1.0,"R$ 11.000,00",RECEPTIVO,LEANDRO,BRADESCO,ALINE SALVADOR,RESOLVIDO
07/01/2025,229269,1.0,"R$ 3.000,00",RECEPTIVO,ADRIANO,BRADESCO,AMANDA SANTANA,RESOLVIDO
06/01/2025,176849,1.0,VALORES,RECEPTIVO,ADRIANO,BRADESCO,FABIANA,RESOLVIDO
07/01/2025,230294,1.0,"R$ 15.000,00",RECEPTIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
07/01/2025,230302,2.0,"R$ 10.000,00",RECEPTIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
06/01/2025,203362,1.0,valores,RECEPTIVO,,PANAMERICANO,VICTOR ADRIANO,RESOLVIDO
07/01/2025,174881,1.0,"R$ 8.000,00",RECEPTIVO,ADRIANO,BRADESCO,EDIANE,RESOLVIDO
06/01/2025,194197,2.0,"R$ 8.400,00",RECEPTIVO,,ITAÃ,JULIANA,RESOLVIDO
07/01/2025,224484,2.0,50% A 50%,RECEPTIVO,ADRIANO,OMNI,GREICY,RESOLVIDO
13/01/2025,228663,1.0,VALORES,RECEPTIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
07/01/2025,210376,1.0,VALORES,RECEPTIVO,ADRIANO,BRADESCO,MARIA BRUNA,RESOLVIDO
07/01/2025,201615,2.0,VALORES,RECEPTIVO,LEANDRO,TOYOTA,ALINE SALVADOR,RESOLVIDO
06/01/2025,202444,3.0,"R$ 15.000,00",RECEPTIVO,LEANDRO,ITAÃ,EDIANE,RESOLVIDO
07/01/2025,210704,2.0,"R$ 10.500,00",RECEPTIVO,,PANAMERICANO,ITAYNNARA,RESOLVIDO
06/01/2025,197982,1.0,VALORES,RECEPTIVO,,BRADESCO,JULIA,RESOLVIDO
07/01/2025,179588,1.0,valores,RECEPTIVO,REVERSÃO,VOLKSWAGEN,IZABEL,RESOLVIDO
07/01/2025,184526,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,ITAYNNARA,RESOLVIDO
07/01/2025,198349,2.0,"R$ 10.000,00",RECEPTIVO,LEANDRO,SANTANDER,GREICY,RESOLVIDO
06/01/2025,219549,1.0,VALORES,RECEPTIVO,LEANDRO,OMNI,JULIA,RESOLVIDO
07/01/2025,198548,1.0,VALORES,RECEPTIVO,LEANDRO,ITAÃ,ALINE SALVADOR,RESOLVIDO
08/01/2025,158846,1.0,VALORES,RECEPTIVO,LEANDRO,ITAÃ,MONYZA,RESOLVIDO
08/01/2025,203815,2.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,FABIANA,RESOLVIDO
08/01/2025,180683,2.0,"R$ 15.000,00",RECEPTIVO,LEANDRO,PANAMERICANO,VITORIA,RESOLVIDO
08/01/2025,204414,1.0,"R$ 17.000,00",RECEPTIVO,LEANDRO,ITAÃ,GREICY,RESOLVIDO
08/01/2025,192087,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
08/01/2025,228308,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,JULIANA,RESOLVIDO
10/01/2025,218426,1.0,VALORES,RECEPTIVO,,HYUNDAI,JULIA,RESOLVIDO
13/01/2025,231464,2.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,MONYZA,RESOLVIDO
15/01/2025,225859,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,JULIANA,RESOLVIDO
15/01/2025,224995,2.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,VICTOR ADRIANO,RESOLVIDO
15/01/2025,190027,1.0,VALORES,RECEPTIVO,ADRIANO,RENNER,JULIA,RESOLVIDO
20/01/2025,213295,2.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,VICTOR ADRIANO,RESOLVIDO
07/01/2025,205654,1.0,"R$ 8.700,00",RECEPTIVO,,PANAMERICANO,ITAYNNARA,RESOLVIDO
06/01/2025,229770,1.0,"R$ 6.000,00",RECEPTIVO,,PANAMERICANO,GREICY,RESOLVIDO
06/01/2025,200377,2.0,"R$ 10.000,00",RECEPTIVO,,BV FINANCEIRA,MONYZA,RESOLVIDO
08/01/2025,205217,2.0,"R$ 11.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,ITAYNNARA,RESOLVIDO
08/01/2025,224068,1.0,"R$ 14.000,00",RECEPTIVO,,SANTANDER,IZABEL,RESOLVIDO
08/01/2025,205605,2.0,"R$ 4.500,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,FABIANA,RESOLVIDO
08/01/2025,209015,2.0,"R$ 6.000,00",RECEPTIVO,,BRADESCO,GREICY,RESOLVIDO
08/01/2025,200480,1.0,"R$ 18.000,00",RECEPTIVO,ADRIANO,SANTANDER,GREICY,RESOLVIDO
08/01/2025,198364,1.0,"R$ 9.500,00",RECEPTIVO,ADRIANO,PANAMERICANO,BRUNO MARIANO,RESOLVIDO
10/01/2025,192549,1.0,"R$ 8.400,00",RECEPTIVO,ADRIANO,RENNER,MONYZA,RESOLVIDO
08/01/2025,223734,1.0,"R$ 6.000,00",RECEPTIVO,ADRIANO,RCI,EDIANE,RESOLVIDO
13/01/2025,233016,1.0,80%,RECEPTIVO,ADRIANO,BV FINANCEIRA,MARIA BRUNA,RESOLVIDO
22/01/2025,228901,5.0,"R$ 5.000,00",RECEPTIVO,ADRIANO,BRADESCO,ALINE SALVADOR,RESOLVIDO
07/01/2025,201219,3.0,"R$ 10.000,00",RECEPTIVO,,SANTANDER,JULIA,RESOLVIDO
08/01/2025,232165,2.0,"R$ 12.000,00",RECEPTIVO,ADRIANO,ITAÃ,AMANDA SANTANA,RESOLVIDO
08/01/2025,188146,2.0,valores,RECEPTIVO,,SANTANDER,JULIANA,RESOLVIDO
15/01/2025,167214,1.0,VALORES,RECEPTIVO,,VOLKSWAGEN,GREICY,RESOLVIDO
07/01/2025,232658,1.0,"R$ 13.000,00",RECEPTIVO,ADRIANO,SANTANDER,JULIA,RESOLVIDO
08/01/2025,201615,2.0,VALORES,ATIVO,LEANDRO,TOYOTA,MONYZA,RESOLVIDO
14/01/2025,222977,1.0,80%,ATIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
06/01/2025,73766,1.0,"R$ 10.000,00",RECEPTIVO,,,JULIANA,RESOLVIDO
08/01/2025,208636,2.0,"R$ 3.000,00",RECEPTIVO,ADRIANO,OMNI,MONYZA,RESOLVIDO
10/01/2025,225709,1.0,"R$ 4.000,00",RECEPTIVO,,PANAMERICANO,MONYZA,RESOLVIDO
08/01/2025,184693,1.0,"R$ 10.000,00",RECEPTIVO,,PANAMERICANO,AMANDA SANTANA,RESOLVIDO
07/01/2025,200368,2.0,"R$ 12.000,00",RECEPTIVO,ADRIANO,RENNER,ALINE SALVADOR,RESOLVIDO
07/01/2025,178985,1.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,IZABEL,RESOLVIDO
07/01/2025,196840,1.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,FABIANA,RESOLVIDO
13/01/2025,174496,4.0,"R$ 5.000,00",RECEPTIVO,,BRADESCO,IZABEL,RESOLVIDO
17/01/2025,166621,1.0,"R$ 7.700,00",RECEPTIVO,ADRIANO,BRADESCO,AMANDA SANTANA,RESOLVIDO
06/01/2025,178440,2.0,50% A 80%,ATIVO,LEANDRO,BV FINANCEIRA,ITAYNNARA,RESOLVIDO
07/01/2025,217274,4.0,"R$ 6.500,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
07/01/2025,218091,1.0,R$ 10.000,RECEPTIVO,ADRIANO,ITAÃ,AMANDA SANTANA,RESOLVIDO
07/01/2025,181274,2.0,"R$ 7.000,00",RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
07/01/2025,214013,4.0,VALORES,RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
06/01/2025,189142,3.0,"R$ 3.500,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
07/01/2025,153882,4.0,"R$ 9.000,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
07/01/2025,179167,1.0,VALORES,RECEPTIVO,LEANDRO,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
06/01/2025,218194,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
06/01/2025,218428,1.0,VALORES,RECEPTIVO,LEANDRO,SANTANDER,AMANDA SANTANA,RESOLVIDO
07/01/2025,228930,1.0,VALORES,RECEPTIVO,ADRIANO,SANTANDER,AMANDA SANTANA,RESOLVIDO
06/01/2025,209463,1.0,VALORES,RECEPTIVO,ADRIANO,OMNI,AMANDA SANTANA,RESOLVIDO
07/01/2025,175334,2.0,VALORES,RECEPTIVO,LEANDRO,TOYOTA,AMANDA SANTANA,RESOLVIDO
07/01/2025,197203,1.0,VALORES,RECEPTIVO,,BV FINANCEIRA,AMANDA SANTANA,RESOLVIDO
13/01/2025,236071,1.0,VALORES,RECEPTIVO,LEANDRO,BRADESCO,JULIANA,RESOLVIDO
06/01/2025,192706,0.0,verificar se quitou,RECEPTIVO,ADRIANO,PANAMERICANO,ALINE SALVADOR,RESOLVIDO
08/01/2025,213603,2.0,"R$ 11.000,00",RECEPTIVO,LEANDRO,SANTANDER,KATIA,RESOLVIDO
08/01/2025,180683,2.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
21/01/2025,220951,2.0,VALORES,RECEPTIVO,LEANDRO,TOYOTA,KATIA,RESOLVIDO
07/01/2025,197281,3.0,"R$ 10.000,00",RECEPTIVO,REVERSÃO,SANTANDER,IZABEL,RESOLVIDO
08/01/2025,218356,1.0,"R$ 15.000,00",RECEPTIVO,,SANTANDER,JULIA,RESOLVIDO
08/01/2025,88862,1.0,VALORES,RECEPTIVO,,RENNER,EDIANE,RESOLVIDO
06/01/2025,225858,1.0,verificar se quitou,RECEPTIVO,,OMNI,EDIANE,RESOLVIDO
07/01/2025,209038,1.0,VALORES,RECEPTIVO,,PANAMERICANO,ITAYNNARA,RESOLVIDO
06/01/2025,206522,1.0,ENTREGA AMIGÃVEL QUITATIVA,RECEPTIVO,,SANTANDER,JULIA,RESOLVIDO
08/01/2025,217977,2.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,FABIANA,RESOLVIDO
09/01/2025,207576,1.0,"R$ 5.000,00",RECEPTIVO,LEANDRO,,VITORIA,RESOLVIDO
08/01/2025,208219,1.0,VALORES,RECEPTIVO,ADRIANO,ITAÃ,IZABEL,RESOLVIDO
08/01/2025,180003,1.0,,RECEPTIVO,,SANTANDER,KATIA,RESOLVIDO
09/01/2025,208812,1.0,"R$ 10.000,00",RECEPTIVO,ADRIANO,SANTANDER,AMANDA SANTANA,RESOLVIDO
13/01/2025,227084,1.0,VALORES,RECEPTIVO,ADRIANO,PANAMERICANO,AMANDA SANTANA,RESOLVIDO
08/01/2025,214598,2.0,50% A 80%,RECEPTIVO,ADRIANO,OMNI,EDIANE,RESOLVIDO
08/01/2025,197953,1.0,VALORES,RECEPTIVO,,PANAMERICANO,JULIA,RESOLVIDO
08/01/2025,223736,1.0,valores,RECEPTIVO,ADRIANO,SANTANDER,FABIANA,RESOLVIDO
08/01/2025,219602,2.0,valores,RECEPTIVO,LEANDRO,RCI,ITAYNNARA,RESOLVIDO
08/01/2025,211051,1.0,"4.000,00",RECEPTIVO,ADRIANO,SANTANDER,MONYZA,RESOLVIDO
08/01/2025,224699,3.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,KATIA,RESOLVIDO
08/01/2025,217925,2.0,valores,RECEPTIVO,ADRIANO,PANAMERICANO,FABIANA,RESOLVIDO
08/01/2025,150423,1.0,"4.500,00",RECEPTIVO,ADRIANO,BV FINANCEIRA,LETICIA,RESOLVIDO
08/01/2025,210117,1.0,"7.000,00",RECEPTIVO,ADRIANO,ITAÃ,FABIANA,RESOLVIDO
08/01/2025,200282,2.0,"8.000,00",RECEPTIVO,ADRIANO,PANAMERICANO,MARIA BRUNA,RESOLVIDO
08/01/2025,218302,3.0,valores,RECEPTIVO,LEANDRO,BV FINANCEIRA,ITAYNNARA,RESOLVIDO
