RESOLUÃÃO,CTT,NÂ°,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÃVEL,  ,Unnamed: 9
06/01/2025,224331.0,1.0,"R$ 9.000,00",RECEPTIVO,JULIO,OMNI,JULIANE,RESOLVIDO,SEM DESCONTO
14/01/2025,218627.0,,VALORES,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
14/01/2025,75746.0,1.0,VALORES,RECEPTIVO,JULIO,SAFRA,IGOR,RESOLVIDO,SEM DESCONTO
06/01/2025,220574.0,1.0,"R$ 9.000,00",RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
06/01/2025,212672.0,2.0,"R$ 7.500,00",RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,
03/01/2025,215255.0,4.0,VALORES,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
03/01/2025,192854.0,1.0,VALORES,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
06/01/2025,205170.0,4.0,VALORES,ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,APROVADO
08/01/2025,198580.0,4.0,"R$5.200,00",RECEPTIVO,JULIO,OMNI,THALISSON,RESOLVIDO,SEM DESCONTO
07/01/2025,203785.0,,valores,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,EM ACORDO
07/01/2025,176181.0,,"15.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
07/01/2025,225381.0,1.0,"27.000,00",RECEPTIVO,ANTUNES,ITAÃ,JULIANE,RESOLVIDO,SEM DESCONTO
07/01/2025,180074.0,2.0,valores,RECEPTIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,APROVADO
07/01/2025,215101.0,,valores,RECEPTIVO,JULIO,ITAÃ,ALINE,RESOLVIDO,APROVADO
07/01/2025,221878.0,,"18.000,00",RECEPTIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,APROVADO
07/01/2025,223101.0,2.0,"12.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
07/01/2025,196159.0,,10.000.00,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,SEM DESCONTO
07/01/2025,206463.0,1.0,valores,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,SEM DESCONTO
07/01/2025,203277.0,2.0,valores,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
07/01/2025,220707.0,,"18.603,50",RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
07/01/2025,159732.0,2.0,"11.000,00",RECEPTIVO,ANTUNES,ITAÃ,THALISSON,RESOLVIDO,APROVADO
07/01/2025,190833.0,1.0,valores,RECEPTIVO,JULIO,VOLKSWAGEN,JULIANE,RESOLVIDO,SEM DESCONTO
07/01/2025,223883.0,1.0,valores,RECEPTIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,APROVADO
07/01/2025,199998.0,1.0,"15.200,00",RECEPTIVO,ANTUNES,ITAÃ,ALINE,RESOLVIDO,SEM DESCONTO
07/01/2025,208050.0,2.0,valores,RECEPTIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,APROVADO
08/01/2025,196989.0,3.0,valores,RECEPTIVO,JULIO,ITAÃ,JULIANE,RESOLVIDO,APROVADO
08/01/2025,189576.0,1.0,atualizar parcelas,RECEPTIVO,JULIO,RENNER,NUNO,RESOLVIDO,SEM DESCONTO
08/01/2025,221887.0,2.0,valores,RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
08/01/2025,216421.0,,"3.500,00",RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,SEM DESCONTO
10/01/2025,208381.0,1.0,valores,RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
13/01/2025,198527.0,1.0,valores,RECEPTIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,SEM DESCONTO
13/01/2025,229229.0,2.0,"20.000,00",RECEPTIVO,JULIO,GMAC,THALISSON,RESOLVIDO,SEM DESCONTO
13/01/2025,209724.0,2.0,valores,RECEPTIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,APROVADO
14/01/2025,192500.0,1.0,"3.600,00",RECEPTIVO,ANTUNES,BRADESCO,ELISANGELA,RESOLVIDO,SEM DESCONTO
17/01/2025,215025.0,1.0,valores,RECEPTIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
17/01/2025,56601.0,1.0,"40.000,00",RECEPTIVO,JULIO,SAFRA,MATHEUS,RESOLVIDO,
22/01/2025,103095.0,2.0,"10.000,00",RECEPTIVO,ANTUNES,VOLKSWAGEN,YURI,RESOLVIDO,SEM DESCONTO
07/01/2025,212060.0,1.0,"R$ 6.000,00",RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
07/01/2025,204584.0,1.0,"R$ 4.000,00",RECEPTIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,SEM DESCONTO
13/01/2025,211332.0,1.0,"R$ 1.500,00",RECEPTIVO,JULIO,SANTANDER,IGOR,RESOLVIDO,SEM DESCONTO
15/01/2025,224359.0,1.0,"R$ 2.700,00",RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
15/01/2025,180195.0,1.0,"R$ 3.000,00",ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
20/01/2025,225679.0,2.0,"R$ 5.000,00",RECEPTIVO,JULIO,OMNI,IGOR,RESOLVIDO,
08/01/2025,186160.0,2.0,VALORES,RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,EM ACORDO
08/01/2025,229148.0,1.0,"R$ 5.000,00",RECEPTIVO,JULIO,BRADESCO,YURI,RESOLVIDO,SEM DESCONTO
06/01/2025,216754.0,1.0,"R$ 18.500,00",RECEPTIVO,JULIO,ITAÃ,MATHEUS,RESOLVIDO,APROVADO
06/01/2025,174193.0,1.0,"R$ 6.000,00",RECEPTIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,CANCELADO
07/01/2025,204668.0,1.0,"R$ 9.000,00",RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,AGUARDANDO COMPROVANTE
07/01/2025,196507.0,2.0,"R$ 10.500,00",ATIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,APROVADO
07/01/2025,208800.0,2.0,"R$11.000,00",RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
08/01/2025,220927.0,1.0,"R$3.500,00",RECEPTIVO,JULIO,RCI,FELIPE,RESOLVIDO,SEM DESCONTO
08/01/2025,230638.0,1.0,"R$ 6.000,00",RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
08/01/2025,188419.0,1.0,"R$ 5.000,00",RECEPTIVO,JULIO,PANAMERICANO,IGOR,RESOLVIDO,
20/01/2025,212507.0,1.0,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
22/01/2025,219576.0,1.0,"R$ 10.000,00",ATIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,APROVADO
07/01/2025,219313.0,1.0,"R$ 5.000,00",ATIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,SEM DESCONTO
08/01/2025,237904.0,2.0,VALORES,ATIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
06/01/2025,184322.0,2.0,VALORES,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,QUITADO EMPRESA
08/01/2025,194049.0,5.0,"R$ 8.000,00",ATIVO,JULIO,ITAÃ,NUNO,RESOLVIDO,APROVADO
10/01/2025,190942.0,2.0,VALORES,RECEPTIVO,JULIO,OMNI,THALISSON,RESOLVIDO,SEM DESCONTO
07/01/2025,205858.0,2.0,VALORES,ATIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,
07/01/2025,205851.0,4.0,VALORES,ATIVO,JULIO,ITAÃ,ALINE,RESOLVIDO,
07/01/2025,205855.0,4.0,VALORES,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,SEM DESCONTO
08/01/2025,137007.0,3.0,"R$ 6.000,00",ATIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,
21/01/2025,224320.0,2.0,VERIFICAR SE NEGOCIOU ,RECEPTIVO,JULIO,ITAÃ,LUARA,RESOLVIDO,CANCELADO
08/01/2025,210645.0,1.0,50% Ã 80%,RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
14/01/2025,168478.0,1.0,VALORES,RECEPTIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,CANCELADO
08/01/2025,214217.0,2.0,"R$ 26.000,00",RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
08/01/2025,214217.0,2.0,"R$ 26.000,00",RECEPTIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,SEM DESCONTO
07/01/2025,218006.0,2.0,"R$ 1.705,00",RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
07/01/2025,218045.0,1.0,"R$ 5.890,00",ATIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
07/01/2025,223733.0,2.0,"R$4.500,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
14/01/2025,232534.0,1.0,"2.100,0 Ã¡ 2.900",ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
08/01/2025,220227.0,2.0,"R$ 5.500,00",ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,
10/01/2025,209700.0,1.0,"R$ 13.000,00",ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,QUITADO EMPRESA
10/01/2025,89207.0,2.0,VALORES,ATIVO,JULIO,VOLKSWAGEN,POLIANA,RESOLVIDO,SEM DESCONTO
15/01/2025,232856.0,1.0,"R$ 7.000,00",ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
06/01/2025,200698.0,2.0,"60.000,00 Ã¡ 74.000,00",RECEPTIVO,JULIO,ITAÃ,MATHEUS,RESOLVIDO,APROVADO
06/01/2025,213422.0,2.0,"R$ 60.000,00",RECEPTIVO,JULIO,ITAÃ,MATHEUS,RESOLVIDO,APROVADO
07/01/2025,208975.0,1.0,"R$ 13.000,00",ATIVO,JULIO,ITAÃ,ELISANGELA,RESOLVIDO,APROVADO
08/01/2025,214702.0,1.0,"R$ 5.000,00",ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,APROVADO
08/01/2025,182593.0,2.0,"R$ 3.300,00",RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
06/01/2025,159732.0,2.0,VALORES,ATIVO,JULIO,ITAÃ,THALISSON,RESOLVIDO,APROVADO
07/01/2025,192834.0,2.0,"R$ 5.000,00",ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
07/01/2025,223717.0,5.0,"R$ 6.000,00",ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,SEM DESCONTO
07/01/2025,216356.0,1.0,"R$15.000,00",RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
07/01/2025,106548.0,2.0,50% Ã 80%,RECEPTIVO,JULIO,OMNI,JULIANE,RESOLVIDO,SEM DESCONTO
08/01/2025,209155.0,2.0,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,SEM DESCONTO
07/01/2025,224049.0,1.0,"R$ 30.000,00",RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,AGUARDANDO PROCURAÃÃO
06/01/2025,233753.0,1.0,"R$ 7.000,00",RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,APROVADO
10/01/2025,224142.0,1.0,VALORES,RECEPTIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,AGÃNCIA
08/01/2025,191590.0,2.0,valores,ATIVO,JULIO,ITAÃ,ANA LIDIA,RESOLVIDO,APROVADO
14/01/2025,232930.0,1.0,VALORES,RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
06/01/2025,220135.0,1.0,VALORES,RECEPTIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,SEM DESCONTO
06/01/2025,182311.0,2.0,VALORES,RECEPTIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,
06/01/2025,186160.0,2.0,VALORES,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,AGUARDANDO MINUTA E BOLETO
06/01/2025,165582.0,2.0,"R$ 40.000,00",RECEPTIVO,JULIO,SAFRA,NUNO,RESOLVIDO,SEM DESCONTO
06/01/2025,205690.0,1.0,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APROVADO
06/01/2025,212675.0,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
06/01/2025,189494.0,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
06/01/2025,213208.0,,VALORES,RECEPTIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,APROVADO
06/01/2025,223717.0,,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,SEM DESCONTO
06/01/2025,217313.0,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
06/01/2025,167445.0,,"R$ 8.500,00",ATIVO,JULIO,OMNI,POLIANA,RESOLVIDO,AGUARDANDO COMPROVANTE
07/01/2025,199034.0,1.0,"R$ 12.000,00",RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,AGUARDANDO BOLETO
06/01/2025,220385.0,1.0,VALORES,ATIVO,JULIO,ITAÃ,ALINE,RESOLVIDO,AGUARDANDO COMPROVANTE
15/01/2025,202666.0,1.0,VALORES,RECEPTIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,AGUARDANDO COMPROVANTE
06/01/2025,222520.0,3.0,VALORES,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,
07/01/2025,205851.0,4.0,50%,RECEPTIVO,JULIO,ITAÃ,FELIPE,RESOLVIDO,EM ACORDO
20/01/2025,57223.0,2.0,valores,ATIVO,JULIO,SAFRA,YURI,RESOLVIDO,AGUARDANDO PROCURAÃÃO
08/01/2025,205855.0,4.0,"R$ 15.000,00",ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,
09/01/2025,197712.0,2.0,"R$ 5.000,00",ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,SEM DESCONTO
13/01/2025,205855.0,4.0,50%,ATIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,EM ACORDO
07/01/2025,110839.0,1.0,VALORES,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,SEM DESCONTO
06/01/2025,212672.0,2.0,VALORES,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
06/01/2025,210689.0,1.0,VALORES,ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,APROVADO
06/01/2025,185581.0,1.0,VALORES,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
07/01/2025,218360.0,2.0,VALORES,ATIVO,JULIO,ITAÃ,THALISSON,RESOLVIDO,APROVADO
06/01/2025,214701.0,1.0,VALORES,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
06/01/2025,218715.0,1.0,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,SEM DESCONTO
08/01/2025,213356.0,3.0,"4.500,00",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
08/01/2025,203258.0,1.0,"30.000,00",RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,SEM DESCONTO
08/01/2025,230938.0,1.0,valores,RECEPTIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,TRANSFERÃNCIA
08/01/2025,206137.0,3.0,valores,RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
08/01/2025,208027.0,3.0,valor,RECEPTIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APROVADO
08/01/2025,212065.0,1.0,"8.000,00",RECEPTIVO,ANTUNES,PANAMERICANO,ALINE,RESOLVIDO,APROVADO
08/01/2025,194005.0,2.0,"15.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,APROVADO
08/01/2025,227928.0,1.0,valores,RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
08/01/2025,212852.0,2.0,valores,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
08/01/2025,231940.0,1.0,"6.000,00",RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
08/01/2025,186679.0,1.0,"25.000,00",RECEPTIVO,ANTUNES,PANAMERICANO,POLIANA,RESOLVIDO,QUITADO EMPRESA
08/01/2025,219594.0,2.0,"6.000,00",RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,APROVADO
08/01/2025,213115.0,2.0,valores,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,
08/01/2025,202015.0,2.0,"3.500,00",RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,APROVADO
09/01/2025,191590.0,2.0,"10.000,00",RECEPTIVO,JULIO,ITAÃ,LUARA,RESOLVIDO,
09/01/2025,176503.0,2.0,"5.000,00",RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,APROVADO
08/01/2025,194674.0,1.0,"15.000,00",RECEPTIVO,JULIO,PANAMERICANO,IGOR,RESOLVIDO,
08/01/2025,183130.0,2.0,valores,RECEPTIVO,JULIO,ITAÃ,ELISANGELA,RESOLVIDO,APROVADO
08/01/2025,206137.0,3.0,valores,RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
08/01/2025,200296.0,1.0,"15.000,00",RECEPTIVO,ANTUNES,BV FINANCEIRA,ELISANGELA,RESOLVIDO,APROVADO
08/01/2025,213766.0,3.0,valores,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
10/01/2025,213115.0,2.0,valores,RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,QUITADO EMPRESA
10/01/2025,177666.0,1.0,"4.000,00",RECEPTIVO,ANTUNES,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
09/01/2025,217630.0,1.0,"10.000,00",RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,AGUARDANDO COMPROVANTE
08/01/2025,213766.0,3.0,valores,RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,APROVADO
13/01/2025,153012.0,2.0,valores,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,
15/01/2025,194832.0,1.0,valores,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,APROVADO
15/01/2025,213857.0,3.0,valores,RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,
17/01/2025,213676.0,3.0,verificar possibilidade de atualizaÃ§Ã£o de parcelas,RECEPTIVO,JULIO,OMNI,LUARA,RESOLVIDO,
17/01/2025,226867.0,1.0,"17.000,00",RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
20/01/2025,214018.0,1.0,"15.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,AGUARDANDO PROCURAÃÃO
08/01/2025,185913.0,1.0,VALORES,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
08/01/2025,209475.0,1.0,"R$ 6.200,00",ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,SEM DESCONTO
13/01/2025,188373.0,1.0,VERIFICAR SE FEZ ACORDO COM O BANCO ,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,QUITADO CLIENTE
10/01/2025,176503.0,2.0,"R$ 5.000,00",ATIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,QUITADO EMPRESA
07/01/2025,222633.0,1.0,"R$ 10.000,00",RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
07/01/2025,155654.0,2.0,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ADRIANO,RESOLVIDO,SEM DESCONTO
07/01/2025,194049.0,5.0,"R$ 8.000,00",ATIVO,JULIO,ITAÃ,NUNO,RESOLVIDO,APROVADO
08/01/2025,205170.0,4.0,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,APROVADO
08/01/2025,205170.0,4.0,"R$ 8.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,APROVADO
07/01/2025,231437.0,3.0,VALORES,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,QUITADO EMPRESA
09/01/2025,176181.0,2.0,"R$ 20.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
13/01/2025,176412.0,2.0,VALORES,RECEPTIVO,JULIO,ITAÃ,MATHEUS,RESOLVIDO,QUITADO EMPRESA
08/01/2025,213335.0,1.0,"R$ 10.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
13/01/2025,218135.0,1.0,verificar se atualizou ,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,AT DE PARCELAS
15/01/2025,116077.0,1.0,"R$ 4.000,00",ATIVO,JULIO,VOLKSWAGEN,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,195722.0,1.0,VERIFICAR SE FEZ ACORDO COM O BANCO ,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,QUITADO APROVADO
07/01/2025,215478.0,2.0,VALORES,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
08/01/2025,219091.0,0.0,"R$ 8.800,00",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
07/01/2025,214575.0,3.0,"R$ 8.000,00",RECEPTIVO,JULIO,RCI,NUNO,RESOLVIDO,SEM DESCONTO
08/01/2025,204650.0,2.0,VALORES,ATIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,CANCELADO
08/01/2025,215007.0,2.0,"R$ 12.000,00",ATIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,
14/01/2025,219828.0,1.0,"R$ 6.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
15/01/2025,199369.0,1.0,"R$ 9.000,00",ATIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,
08/01/2025,149150.0,4.0,"R$ 9.500,00",RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,CANCELADO
07/01/2025,188243.0,2.0,"R$ 18.000,00",RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
08/01/2025,199911.0,2.0,VALORES ,RECEPTIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,APROVADO
08/01/2025,192734.0,1.0,"R$ 5.000,00",ATIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,APROVADO
07/01/2025,198349.0,1.0,VALORES,RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
13/01/2025,218006.0,2.0,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
08/01/2025,222287.0,1.0,"R$ 10.000,00",RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,APROVADO
08/01/2025,225230.0,2.0,"R$ 12.000,00",ATIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,APROVADO
16/01/2025,209572.0,1.0,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
08/01/2025,181578.0,1.0,VALORES,RECEPTIVO,JULIO,VOLKSWAGEN,FELIPE,RESOLVIDO,SEM DESCONTO
08/01/2025,187639.0,4.0,"R$ 16.000,00",ATIVO,JULIO,BRADESCO,YURI,RESOLVIDO,EM ACORDO
14/01/2025,226982.0,1.0,VALORES,ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
15/01/2025,209358.0,3.0,VALORES,RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,
08/01/2025,212975.0,1.0,"R$ 4.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,
10/01/2025,224930.0,1.0,"Esse cliente alega que a irmÃ£ dele (titular do financiamento), pegou o carro e devolveu ao banco.",RECEPTIVO,JULIO,ITAÃ,YURI,RESOLVIDO,APROVADO
08/01/2025,149150.0,4.0,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,CANCELADO
14/01/2025,223675.0,3.0,"R$ 5.000,00",RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,AGUARDANDO PROCURAÃÃO
20/01/2025,212696.0,2.0,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,QUITADO EMPRESA
10/01/2025,201269.0,1.0,"R$ 6.500,00",ATIVO,ADRIANO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
07/01/2025,176872.0,,valores,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
08/01/2025,199632.0,,VALORES,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
07/01/2025,199823.0,1.0,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,AGUARDANDO COMPROVANTE
07/01/2025,210140.0,4.0,"R$ 8.500,00",RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,APROVADO
07/01/2025,188243.0,2.0,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
07/01/2025,191380.0,1.0,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
07/01/2025,218920.0,,VERIFICAR SE QUITOU,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,AT DE PARCELAS
07/01/2025,218923.0,,VERIFICAR SE QUITOU,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,AT DE PARCELAS
07/01/2025,209890.0,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
07/01/2025,218568.0,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
07/01/2025,219040.0,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
